"","iliad.txt","odyssey.txt"
"dame,)",1,0
"dame.",8,0
"dame.""",1,0
"dame:",9,0
"dame;",5,0
"dames",1,0
"dames),",1,0
"dames,",3,0
"dames.",3,0
"damp",1,1
"damsel,",1,1
"danae",1,0
"dance",6,4
"dance,",3,2
"dance.",1,1
"dance;",1,1
"danced",2,1
"danced:",1,0
"dancer",1,0
"dancers",1,3
"dances",1,0
"dances,",1,1
"dancing",1,2
"danger",20,5
"danger,",9,3
"danger.",1,0
"danger:",2,0
"dangerous",6,3
"dangerous,",1,0
"dangers",11,0
"dangers,",2,0
"dangling",1,1
"danni",1,0
"dans",2,0
"dante:",3,0
"dappled",1,0
"dar'st",4,0
"dardan",20,0
"dardan's",1,0
"dardan,",1,0
"dardania's",1,0
"dardanian",1,0
"dardans,",5,0
"dardanus",2,0
"dardanus,",3,0
"dare",29,8
"dare,",8,0
"dare.",2,0
"dare;",1,0
"dared",10,0
"dared,",1,0
"dares",33,0
"dares,",3,0
"darest",4,0
"darest,",1,0
"daring",30,2
"daring,",2,0
"dark",32,17
"dark,",1,10
"darken",2,0
"darken'd",3,0
"darkening",4,0
"darkens",2,0
"darkens,",1,0
"darker",1,0
"darkness",21,17
"darkness,",4,0
"darkness--lord",1,0
"darkness.",1,2
"darkness:",1,0
"darkness;",1,0
"darksome",2,0
"darling",3,3
"dart",28,2
"dart!",1,0
"dart,",23,0
"dart,(150)",1,0
"dart.",10,0
"dart.""",1,0
"dart.)",2,0
"dart:",5,0
"dart;",13,0
"darted",1,2
"darting",3,0
"darts",37,1
"darts,",10,0
"darts.",1,0
"darts:",2,0
"darts;",2,0
"dash'd",8,0
"dashing,",1,0
"dastard",5,0
"dastard;",1,0
"dastards",2,0
"data,",1,1
"date",7,3
"date!",1,0
"date,",4,0
"date,(271)",1,0
"date.",5,1
"date:",1,1
"date;",2,0
"dates",1,0
"daughter",26,72
"daughter's",3,1
"daughter,",8,9
"daughters",15,11
"daughters'",1,0
"daughters,",3,2
"daulis,",1,0
"daunt,",1,0
"dauntless",18,0
"dauntless,",1,0
"daunus",1,0
"dawn",6,17
"dawn,",3,13
"dawn.""",1,0
"dawning",5,0
"dawns,",1,0
"dawns;",1,0
"day",101,100
"day!",10,0
"day!""",2,0
"day's",3,2
"day)",1,0
"day).",1,0
"day,",59,23
"day,""",1,0
"day,(178)",1,0
"day.",50,9
"day.""",12,1
"day.""(131)",1,0
"day:",15,0
"day;",13,2
"day?",6,0
"day?""",1,0
"days",38,44
"days!",1,0
"days!)",1,0
"days'",2,1
"days,",9,10
"days,_",1,0
"days.",4,0
"days:",2,0
"days:(147)",1,0
"days;",4,1
"days;(229)",1,0
"dazzled",1,0
"dazzled,",1,0
"dazzling",7,1
"dead",42,44
"dead!",5,0
"dead!""",3,0
"dead,",31,21
"dead,(260)",1,0
"dead.",35,9
"dead.""",6,0
"dead.""(299)",1,0
"dead.'",1,2
"dead:",19,0
"dead:)",1,0
"dead;",18,0
"dead;)",1,0
"dead?",3,1
"dead?""",2,0
"deaden'd",1,0
"deadly",14,5
"deaf",4,0
"deafening",2,1
"deal",3,15
"deal,",1,2
"dealing",3,3
"deals",2,1
"dealt",4,6
"dear",24,50
"dear!",1,0
"dear,",8,3
"dear?",1,0
"dearer",6,1
"dearest",7,1
"dearest,",4,0
"dearly",2,3
"death",93,49
"death!",3,0
"death's",9,1
"death,",39,12
"death.",19,3
"death.""",5,1
"death:",9,0
"death;",7,0
"death?",3,0
"deathful",6,0
"deathless",5,0
"deathless,",2,0
"deaths",8,1
"deaths,",2,0
"debate",9,0
"debate!",1,0
"debate)",1,0
"debate,",11,0
"debate.",1,0
"debate:",3,0
"debate;",2,0
"debate?",2,0
"debates",3,0
"debates,",1,0
"debates:",1,0
"debates;",1,0
"debating",1,0
"debil",1,0
"debt",2,1
"decades",1,0
"decay'd",1,0
"decay'd;",2,0
"decay.",2,0
"decay;",1,0
"decays,",1,0
"decays.",1,0
"deceased,",1,0
"deceased?",1,0
"deceit,",1,1
"deceitful",1,0
"deceits,",1,0
"deceiv'd,",1,0
"deceive!",1,0
"deceive,",1,0
"deceive?",2,0
"deceived",3,0
"deceived;",1,0
"deceives",2,0
"decent",12,0
"deception",1,0
"deceptions.",1,0
"decide",5,2
"decide!""",2,0
"decide,",1,0
"decide.",2,0
"decide:",2,0
"decided",1,1
"decisive",2,0
"decisive--while",1,0
"deck",6,6
"deck'd",3,0
"deck,",1,0
"decks",3,0
"decks,",2,0
"declare",5,3
"declare,",5,0
"declare;",2,0
"declared",1,2
"declared,",1,0
"declared:",1,0
"declares",4,2
"declares,",3,0
"declares.",1,0
"declares:",1,0
"declares?",1,0
"declaring",1,0
"decline",6,0
"decline,",1,0
"declined,",1,0
"declines",1,0
"declining",1,0
"declivity",2,0
"decorate",1,0
"decorated",1,5
"decorating",1,0
"decree",10,0
"decree,",7,0
"decree--",1,0
"decree.""",1,0
"decree:",1,0
"decree:--",1,0
"decree;",2,0
"decree?",1,0
"decreed",10,4
"decreed!)",1,0
"decreed,",2,0
"decreed:",1,0
"decreed:'",1,0
"decreed;",1,0
"decrees",7,0
"decrees,",3,0
"decrees;",1,0
"dedicate",1,0
"dedicates",1,0
"deductible",1,1
"deed",10,6
"deed!""",1,0
"deed),",1,0
"deed,",9,4
"deed.",1,1
"deed.""",1,0
"deed;",2,0
"deed?",2,0
"deedless",1,0
"deedless,",2,0
"deeds",22,9
"deeds,",3,0
"deeds.""",1,0
"deeds:",1,0
"deem",5,0
"deem'd",4,0
"deem,",2,0
"deemed",2,12
"deems,",1,0
"deep",87,20
"deep,",7,2
"deep-discerning",1,0
"deep-grown",1,0
"deep-rooted",1,0
"deep.",11,1
"deep._",1,0
"deep;",2,0
"deepening",1,0
"deepens,",1,0
"deeper",6,0
"deepest",1,0
"deeply",5,1
"deeps",14,0
"deeps,",1,0
"deeps.",3,0
"deeps:",1,0
"deeps;",2,0
"deer",1,1
"deer!",1,0
"deer,",1,3
"deer:",1,0
"deer;",1,0
"deface",1,0
"defaced",2,0
"defaced,",1,0
"defame",1,0
"defame,",1,0
"defeat",1,0
"defeat,",1,0
"defeated",1,0
"defeated,",1,0
"defect",4,3
"defect;",1,0
"defective",3,2
"defective,",1,1
"defects",2,0
"defects,",2,0
"defence",7,4
"defence,",9,0
"defence.",1,0
"defence?",1,0
"defences",1,0
"defend",11,1
"defend!",3,0
"defend'st",1,0
"defend,",3,0
"defend.",6,0
"defend:",2,0
"defended",3,1
"defender",4,0
"defender,_",1,0
"defenders",1,0
"defending",3,0
"defends",6,0
"defends,",2,0
"defends.",1,0
"defends;",2,0
"defensive",2,0
"defensive.",1,0
"defer",1,1
"defer;",1,0
"deference",1,0
"deferr'd",1,0
"deferring",1,0
"defiance",2,0
"defiance,",1,0
"defied",2,0
"defied,",4,0
"defied,(45)",1,0
"defied.",2,0
"defied:",1,0
"defied;",1,0
"defies",2,0
"defies,",2,0
"defies.",1,0
"defies;",1,0
"defiled",2,1
"definitively",1,0
"deform'd",4,0
"deform'd,",1,0
"deform,",1,0
"deformed",1,0
"deformities,",1,0
"deforms",3,0
"defraud",1,0
"defrauded",2,0
"defrauded,",1,0
"defrauding",1,0
"defrauds",4,0
"defy,",1,0
"defy.",1,0
"defying",1,1
"degeneracy.",1,0
"degenerate",3,0
"degenerate,",1,0
"degenerates",1,0
"degrade",1,0
"degree",5,0
"degree,",1,0
"degree.",1,0
"degree;",3,0
"degrees",1,0
"degrees,",1,0
"degrees,(138)",1,0
"deicoon's",1,0
"deign'd",1,0
"deiochus",1,0
"deiopeia,",1,0
"deiopis",1,0
"deiphobus",10,1
"deiphobus!",1,0
"deiphobus,",6,0
"deiphobus;",2,0
"deipylus",1,0
"deipyrus",1,0
"deipyrus,",3,0
"deities",5,1
"deities!",1,0
"deities,",3,0
"deities.",2,0
"deity",7,0
"deity,",1,0
"deity.",1,0
"dejected",3,0
"dejected,",1,0
"del",2,1
"delay",2,0
"delay'd,",1,0
"delay,",3,1
"delay.",2,0
"delay;",2,0
"delayed,",1,1
"delays;",1,0
"delegates",3,0
"deletions",1,1
"delian",1,0
"deliberate",3,0
"delicacy",2,0
"delicacy,",1,0
"delicate",2,3
"delicious",1,3
"delight",6,2
"delight,",7,0
"delight.",1,1
"delight;",1,0
"delighted",1,9
"delighted;",1,0
"delightful",3,2
"delighting",1,0
"delights",3,0
"delights,",1,0
"delights:",1,0
"deliver'd",1,0
"delivered",1,2
"delivered:",1,0
"deliverer",2,0
"delivery",1,0
"delivery,",2,0
"delos,",1,0
"delphis,",1,0
"deltos,",1,0
"delude",2,0
"deluded",2,0
"deludes",1,0
"deluding",1,0
"deluge",6,0
"deluge,",3,0
"deluged",5,0
"deluges,",1,0
"demand",13,1
"demand,",5,0
"demand.",1,0
"demand:",1,0
"demand;",2,0
"demanded",2,0
"demands",19,0
"demands!",1,0
"demands,",6,0
"demands.",3,0
"demands.""",1,0
"demands:",1,0
"demands;",4,0
"demi-gods,",1,0
"democoon",1,0
"demodocus",1,7
"demodokus,",1,0
"demoleon",1,0
"demon",1,0
"demuchus,",1,0
"den",1,0
"den,",5,1
"denial",3,0
"denied",3,1
"denied,",3,0
"denied.",1,0
"denied:",2,0
"denied;",3,0
"denies",4,0
"denies,",5,0
"denies.",3,0
"denies;",1,0
"denotes",1,0
"denounced",1,0
"denounced,",1,0
"denouncing",2,0
"dens",2,0
"dens,",1,0
"dense,",1,0
"deny",8,0
"deny,",1,0
"deny;(128)",1,0
"deo",2,0
"depart",3,3
"depart,",4,1
"department",2,0
"departs",2,0
"departs,",1,0
"departure",3,0
"departure,",1,0
"departures",1,0
"depend",2,0
"depend.",1,0
"depend;",2,0
"depended",1,0
"dependent",1,0
"depends",4,2
"depends.",1,0
"depicted;",1,0
"depictured,",1,0
"deplore",2,0
"deplore,",3,0
"deplore:",1,0
"deplore;",2,0
"deplore?",1,0
"deplored",5,0
"deplored,",2,0
"depopulate",1,0
"depopulates",1,0
"deportment",1,0
"deprecate",1,0
"depress'd",2,0
"depress'd,",2,0
"deprive",1,0
"deprived",8,2
"deprives",1,0
"depth",2,0
"depths",4,1
"deputed",2,0
"deputes",1,0
"deride,",1,0
"derides",1,0
"derides.",1,0
"derision",1,0
"deriv'st",1,0
"derivative",3,3
"derive",3,1
"derived",9,2
"derived,",1,0
"derives",1,0
"derives,",1,0
"deriving",1,0
"derogated",1,0
"derogatory,",1,0
"descend",13,3
"descend,",16,0
"descend,(85)",1,0
"descend.",1,0
"descend.""",1,0
"descend:",2,0
"descend;",4,0
"descendant",1,1
"descendant,",1,0
"descendants",1,1
"descended",5,2
"descended,",1,0
"descending",32,0
"descending,",3,0
"descends",20,0
"descends,",7,0
"descends.",8,0
"descends.(88)",1,0
"descends:",3,0
"descends:(227)",1,0
"descends;",6,0
"descent",5,1
"descent.",1,0
"described",13,5
"described,",4,0
"described.",6,2
"described;",1,0
"describes",1,0
"describes,",1,0
"describing",2,1
"descried",1,0
"descried,",3,0
"descried:",1,0
"descries",1,0
"descries,",4,0
"description",10,0
"description,",2,0
"description,""",1,0
"description.",1,0
"descriptions",6,0
"descriptions,",1,0
"descriptions:",1,0
"descriptive",2,0
"descry,",1,0
"desert",20,3
"desert,",3,0
"deserted",6,0
"deserted,",2,0
"deserters",1,0
"deserting",1,0
"deserting,",1,0
"deserts",6,0
"deserv'st",2,0
"deserve",9,1
"deserve,",1,0
"deserve;",1,0
"deserved",8,0
"deserves",3,0
"deserves,",1,0
"deserving",1,0
"design",10,0
"design'd",2,0
"design'd!",2,0
"design'd,",5,0
"design'd,(256)",1,0
"design'd.",1,0
"design'd:",1,0
"design'd;",1,0
"design,",11,0
"design.",1,1
"design:",1,0
"design;",5,0
"designating",1,0
"designed",1,0
"designed;",1,0
"designedly",1,0
"designing",1,0
"designs",4,0
"designs.",1,0
"designs;",1,0
"desire",12,10
"desire)",1,0
"desire,",5,1
"desire.""",1,1
"desire.(123)",1,0
"desire;",1,0
"desired",3,3
"desired,",1,1
"desired.",1,0
"desires",1,1
"desires)",1,0
"desires,",3,0
"desiring",5,0
"desirous",2,0
"desist",4,0
"desist,",3,0
"desists",1,0
"desolate",1,1
"desolate,",2,0
"desolated",1,0
"desolation",1,0
"despair",4,2
"despair!",1,0
"despair,",9,1
"despair.",4,0
"despair:",1,0
"despair;",3,0
"despair?",1,0
"despairing",1,1
"despatch",3,1
"despatch'd",8,0
"despatch'd,",1,0
"despatched",2,0
"desperate",7,0
"despise",1,0
"despise.",2,0
"despite",2,2
"despite,",2,0
"despoil",6,0
"despoil'd",1,0
"despoil,",1,0
"despoiled",1,0
"despotisms",1,0
"destin'd",1,0
"destined",28,0
"destinies",2,0
"destinies.",1,0
"destiny",3,0
"destitute",1,0
"destrier,",1,0
"destroy",16,3
"destroy!",2,0
"destroy'd",1,0
"destroy'd,",1,0
"destroy'd.",1,0
"destroy'd:",1,0
"destroy,",4,0
"destroy.""",1,0
"destroy;",3,0
"destroyed",1,1
"destroyer",3,0
"destroyer!",1,0
"destroyer;",1,0
"destroying",2,0
"destroys",1,0
"destroys;",1,0
"destruction",25,7
"destruction!",1,0
"destruction.",1,4
"destructive",8,0
"detach",1,1
"detail",2,1
"detail,",1,0
"detail.",1,0
"details",4,0
"details.",2,0
"detain",2,1
"detain'd",3,0
"detain'd,",1,0
"detain,",6,0
"detain.",1,0
"detain.""",1,0
"detain:",1,0
"detained",2,3
"detains",4,0
"detains,",2,0
"detains.",1,0
"detains:",1,0
"detains;",1,0
"detect.",1,0
"detected,",1,0
"detecting",1,0
"determinate",1,0
"determination",1,0
"determine",4,2
"determined",7,4
"determined,",2,0
"determines",1,1
"determining",1,0
"deterred",1,0
"deters,",1,0
"detest",1,2
"detested",4,1
"detests",1,0
"dethrone",1,0
"detraction,",1,0
"detracts",1,0
"deucalion",1,1
"deucalion,",2,1
"develop",1,0
"developed",2,1
"development",2,1
"development.",1,0
"deviated",1,0
"deviating",1,0
"device,",1,0
"devices",1,0
"devious",1,0
"devolve",1,0
"devolves",1,0
"devoted",7,2
"devotedness",1,0
"devotion",1,0
"devotions",1,0
"devour.",1,0
"devour.""",3,0
"devour;",1,0
"devouring",4,3
"devours",3,0
"devours.",1,0
"devoutly",1,0
"dew",2,0
"dew,",1,0
"dew.",2,0
"dew:)",1,0
"dew;",1,1
"dews",4,0
"dews,",2,0
"dews.",1,0
"dews.""",1,0
"dewy",3,0
"dexamene",1,0
"dexter",2,0
"dexterous",5,0
"di'",1,0
"dia",1,1
"diadem",1,1
"diaegaemasi",1,0
"dialect",2,0
"dialects",2,0
"dian",1,0
"dian,",1,0
"diana",2,11
"diana's",4,0
"diana.",3,0
"diana.]",1,0
"dictated",1,0
"dictated,",1,0
"dictates",4,0
"dictates,",1,0
"diction",2,0
"diction,",3,0
"diction;",1,0
"dictionary,",1,0
"did",28,255
"did,",1,8
"dido",2,0
"dido,",2,0
"didst",4,0
"die",10,18
"die!",2,0
"die)",1,0
"die,",9,1
"die.",13,1
"die.""",3,3
"die:",3,0
"die;",5,0
"die;)",1,0
"die?",3,1
"die?""",1,0
"died",10,10
"died,",6,0
"died.",7,0
"died:",1,0
"died;",4,0
"died?",1,0
"died?""",1,0
"dier.",1,0
"dies",3,0
"dies!",1,0
"dies,",8,0
"dies.",6,0
"dies.""",1,0
"dies:",1,0
"dies;",1,0
"dies;)",1,0
"dies?",1,0
"diest.""--""let",1,0
"diet.",1,0
"differ",1,0
"difference",5,2
"differences",2,0
"different",29,10
"different!",1,0
"differing",1,0
"differs",2,0
"difficult",5,1
"difficulties",3,2
"difficulty",7,5
"difficulty,",3,4
"diffused",1,0
"diffused.",1,0
"digamma",1,0
"digamma,",1,0
"dignified",1,0
"dignity",6,0
"dignity,",1,0
"dignity:",1,0
"diligence",3,0
"diligently",3,0
"dim",6,1
"diminish'd",1,0
"dimm'd",1,0
"dims",1,0
"din",2,0
"dine",1,4
"dine,",1,0
"dinner",1,28
"diocleus",1,0
"diocleus,",1,0
"diodorus",1,0
"diogenes",2,0
"diomed",29,2
"diomed!",2,0
"diomed's",1,0
"diomed,",7,0
"diomed.",5,0
"diomed:",1,0
"diomed;",2,0
"diomede",3,0
"diomedes",1,0
"dion,",1,0
"dione",1,0
"dionys.",1,0
"dionysius",1,0
"dionysus)",1,0
"diores",2,0
"dios",1,0
"dip",1,0
"diphthera,",1,0
"diphthongs",1,0
"dipp'd",1,0
"dire",54,1
"dire,",1,0
"direct",17,4
"direct,",3,1
"directed",2,1
"directing",1,0
"directions",1,1
"directly",2,3
"director",1,1
"directs",15,0
"directs,",2,0
"direful",10,0
"dirt",2,3
"disabled",5,0
"disagree",2,0
"disagreeable",1,0
"disappears.",1,1
"disappointed",2,0
"disappointment",1,0
"disappoints",2,0
"disapprove.",1,0
"disarm'd",1,0
"disarm'd,",3,0
"disarms",1,0
"disarray",1,0
"disarray!",1,0
"disaster,",1,0
"disasters",1,0
"discern",5,0
"discern'd",1,0
"discerned",2,0
"discernible",1,0
"discerning",1,0
"discharge",2,1
"discharged",10,0
"discharged,",3,0
"discipline.",1,0
"disclaim",2,1
"disclaim,",2,0
"disclaimed",1,0
"disclaimer",3,3
"disclaimers",1,1
"disclaiming",1,0
"disclose",2,0
"disclosed,",1,0
"disconsolate",1,0
"disconsolate,",1,0
"discontent",1,0
"discontent.",1,0
"discontented",1,0
"discontinue",1,1
"discord",9,0
"discord!",1,0
"discord's",1,0
"discord.",2,0
"discord.]",1,0
"discouraged",1,0
"discouraged,",1,0
"discourse,",1,0
"discourses.""",1,0
"discover",4,2
"discover.",1,0
"discoverable",1,0
"discovered",2,1
"discoveries",2,0
"discovering",1,0
"discovers",1,0
"discovery",1,1
"discovery,",1,0
"discreetly",1,0
"discrepancy,",1,0
"discretion.",1,1
"discus",1,0
"discus,",1,0
"discussion",2,0
"discussion,",1,0
"discussion.",1,0
"discussions",1,0
"disdain",7,0
"disdain'd",3,0
"disdain'd,",1,0
"disdain)",1,0
"disdain,",9,0
"disdain:",1,0
"disdain;",2,0
"disdainful",6,0
"disdains",1,0
"disdains.",1,0
"disease",2,0
"disease,",1,0
"diseased,",1,0
"diseases,",1,0
"disembogues",1,0
"disengage",1,0
"disfigure",1,1
"disfigured",1,0
"disgorges",1,0
"disgrace",8,8
"disgrace!",1,0
"disgrace!)",1,0
"disgrace,",6,0
"disgrace.",2,0
"disgrace.""",1,0
"disgrace:",1,0
"disgraced",1,2
"disgraced,",2,0
"disgraceful.",1,0
"disguise,",1,0
"disguise:",1,0
"disguise;",1,0
"disguised",1,7
"disguised,",3,0
"disheartens",1,0
"dishevell'd",4,0
"dishonest",5,0
"dishonour",1,1
"dishonour'd",2,0
"dishonour'd,",6,0
"dishonoured",1,0
"disjointed",2,0
"disk",3,1
"disk,",1,0
"dislike,",1,0
"dismal",4,0
"dismay",3,2
"dismay'd",1,0
"dismay'd,",2,0
"dismay'd;",1,0
"dismay'd?",1,0
"dismay,",4,4
"dismay.",1,1
"dismay;",2,0
"dismember'd",1,0
"dismiss",10,0
"dismiss'd",6,0
"dismissed",1,1
"dismissed,",1,0
"disobedience;",1,0
"disobey'd:",1,0
"disorder'd",3,0
"disorder'd,",1,0
"dispel",2,0
"dispels",1,0
"dispensations?",1,0
"dispense",1,0
"dispensed",1,0
"dispensing",2,0
"disperse",2,0
"disperse,",1,0
"dispersed",5,4
"dispersed,",2,0
"dispersing",1,0
"dispersing,",2,0
"dispirit",1,0
"display",1,0
"display'd",3,0
"display'd)",1,0
"display'd,",7,0
"display'd.",1,0
"display'd:",1,0
"display'd;",4,0
"display,",3,1
"display;",3,0
"displayed,",1,1
"displaying",2,2
"displaying,",2,2
"displays",3,0
"displays,",2,0
"displays;",2,0
"displeased",2,9
"displeasure",1,2
"disposal.",1,0
"dispose",7,0
"dispose,",2,0
"disposed",7,10
"disposed)",1,0
"disposer",1,0
"disposes",2,0
"disposing",1,0
"disposition",5,0
"disposition,",1,1
"disproving",1,0
"dispute",5,1
"dispute,",1,0
"disqualification",1,0
"disquiet",1,0
"disrespect",1,1
"disrobes;",1,0
"dissatisfaction",1,0
"dissected",1,0
"dissembled",2,0
"dissertation",1,0
"dissolve",2,0
"dissolved",3,0
"dissolving",2,0
"dissuade",1,1
"dissuade;",1,0
"distain'd",6,0
"distain'd,",1,0
"distance",23,6
"distance,",6,0
"distance.'",1,0
"distanced",1,0
"distant",58,9
"distant,",5,0
"distaste",1,0
"distemper'd",1,0
"distend",1,0
"distended,",1,0
"distil",1,0
"distil,",1,0
"distill'd",4,0
"distill'd:(58)",1,0
"distilling",3,0
"distils,",2,0
"distinct",8,1
"distinct.",1,0
"distinction",5,1
"distinctions",2,0
"distinctive",1,0
"distinctly",3,0
"distinguish",3,0
"distinguish'd",8,0
"distinguished",12,2
"distinguishes",3,0
"distinguishing",3,0
"distorted",1,0
"distract",3,0
"distracted",5,0
"distracted,",4,0
"distracting",2,0
"distress",8,13
"distress!",1,0
"distress'd",2,0
"distress'd!",2,0
"distress'd)",1,0
"distress'd,",3,0
"distress'd:",1,0
"distress,",5,2
"distress.",2,1
"distressed",1,1
"distressed,",1,1
"distressful",2,0
"distribute",6,6
"distributed",4,3
"distributed:",1,1
"distributes",1,0
"distributing",6,6
"distributing,",1,1
"distribution",7,6
"distributor",1,1
"disturb",2,1
"disturb'd,",1,0
"disturbed",2,2
"disturbs",1,0
"disunite",1,0
"ditch",4,0
"ditch,",1,0
"dius",1,0
"dive",2,0
"divergences",1,0
"divers",2,0
"diverse",1,0
"diverse,",1,0
"diverse;",1,0
"diversified",1,0
"diversified,",1,0
"diversity",1,0
"diverting",1,0
"diverts",1,0
"divests,",1,0
"divide",9,4
"divide,",10,0
"divide.",3,0
"divide:",4,0
"divide;",3,0
"divide?",1,0
"divided",5,8
"divides",10,0
"divides)",2,0
"divides,",1,0
"divides.",4,0
"divides:",2,0
"divides;",1,0
"dividing",1,1
"dividing,",1,0
"divine",61,8
"divine!",8,0
"divine!(295)",1,0
"divine)",1,0
"divine,",39,0
"divine,(48)",1,0
"divine,)",2,0
"divine.",8,1
"divine.""",2,0
"divine.""(235)",1,0
"divine:",4,0
"divine;",9,0
"divined,",1,0
"divinely",9,1
"divinity",1,0
"divinity,",1,0
"division",2,0
"dixa",1,0
"dizzy",1,0
"do,",1,12
"do.""",1,0
"do?",1,2
"doctrine",1,0
"document,",1,0
"dodona",1,2
"dodona's",1,0
"dodonaean",1,0
"does",7,46
"dog",4,6
"dog,",1,0
"dogs",29,15
"dogs,",8,2
"doing",6,29
"dolci",1,0
"doleful",1,0
"dolon",5,0
"dolon's",2,0
"dolon,",4,0
"dolopes",1,0
"dolopia",1,0
"dolopians",1,0
"dolopion's",1,0
"dolops",1,0
"dolops'",1,0
"dolops,",2,0
"dolours",1,0
"dolphin",1,0
"dolphins,",1,0
"domain",9,8
"domain,",2,0
"domain.",1,0
"domain;",1,0
"domains.",1,0
"dome",7,0
"dome!""",1,0
"dome,",4,0
"dome.",1,0
"dome._",2,0
"dome:",2,0
"dome;",1,0
"domes",4,0
"domes,",1,0
"domestic",2,0
"dominion",4,0
"dominions",2,0
"domitian",1,0
"donate",1,1
"donate,",1,1
"donate.",1,1
"donation",1,1
"donations",14,14
"donations.",1,1
"done",17,68
"done)",2,0
"done,",18,2
"done.",2,1
"done.""",1,1
"done:",1,1
"donne,",1,0
"donors",1,2
"doom",6,5
"doom'd",24,0
"doom'd.""",1,0
"doom,",14,0
"doom.",3,0
"doom._",1,0
"doom:",1,0
"doom;",1,0
"doom;(118)",1,0
"dooms",5,0
"dooms,",1,0
"dooms;",1,0
"door",2,25
"door,",2,10
"door,)",1,0
"door.",2,4
"doors",2,17
"doors;",1,1
"dorians.",1,0
"doric,",1,0
"dorion,",1,0
"doris,",2,0
"dorus,",2,0
"doryclus,",1,0
"dost",9,0
"dotards",1,0
"doth",2,0
"doto,",1,0
"double",23,12
"double-edged,",1,0
"doubled",3,1
"doubled,",1,0
"doubling",5,1
"doubly",1,0
"doubt",8,13
"doubt,",5,1
"doubt.",1,0
"doubted",1,6
"doubted,",1,0
"doubtful",22,1
"doubtful,",1,0
"doubtful?",1,0
"doubting",1,0
"doubtless",1,5
"doubts",3,0
"dove",3,2
"dove,",3,0
"dove;",1,0
"doves",2,3
"doves;",1,0
"dower.",1,0
"dower;",2,0
"down",68,191
"down!",1,0
"down,",12,16
"down.",6,3
"down.""",1,0
"downloading,",1,1
"downs",1,0
"downs,",1,0
"downward",1,0
"downward,",1,0
"downwards,",2,0
"downy",1,0
"doxei",1,0
"dr.",5,3
"dracius",1,0
"drag",5,1
"drag,",1,0
"dragg'd",9,0
"dragg'd,",1,0
"dragged",1,6
"dragging",1,2
"dragon",1,0
"dragon's",1,0
"dragons",1,0
"drags",7,0
"drain",2,1
"drain:",1,0
"drama'",1,0
"dramas",1,0
"dramatic",4,0
"dramatised,",1,0
"drank",7,7
"draught",6,0
"draughts",2,1
"draw",18,23
"draw,",2,0
"drawing",3,5
"drawing,",1,0
"drawn",10,11
"draws",12,3
"draws,",9,0
"draws.",1,0
"draws:",2,0
"draws?",1,0
"dread",33,4
"dread!",1,0
"dread)",2,0
"dread,",11,0
"dread:",2,0
"dread;",2,0
"dread?",1,0
"dreadful",107,7
"dreadful,",5,0
"dreadful._",1,0
"dreadful;",1,0
"dreads",6,0
"dreads,",1,0
"dream",12,7
"dream!",1,0
"dream'd",1,0
"dream,",1,3
"dream.""--pope.",1,0
"dreamed",1,1
"dreams",6,1
"dreams,",1,1
"dreams.",1,1
"dreamt",1,0
"drear",2,0
"dreary",8,0
"dregs",3,0
"drench",4,0
"drench'd",5,0
"dress",1,3
"dress'd",4,0
"dress'd,",3,0
"dress'd.",2,0
"dress'd;",2,0
"dressed",1,10
"dresus",1,0
"drew",34,43
"drew,",20,0
"drew.",2,0
"drew:",3,0
"drew;",6,0
"dried",2,2
"dries",3,0
"drifts",3,0
"drink",9,44
"drink,",1,20
"drink:",1,0
"drinks",3,2
"drip",1,1
"drive",12,22
"drive,",2,0
"drive.",1,0
"drive:",1,0
"driven",16,11
"driven!",1,0
"driven,",10,0
"driven;",1,0
"driver",1,0
"driver's",2,0
"drivers",1,0
"drives",26,0
"drives,",4,0
"drives;",2,0
"driving",7,12
"droop'd",1,0
"drooping",5,0
"drop",9,8
"dropp'd",18,0
"dropp'd,",1,0
"dropping",5,0
"drops",22,1
"drops,",4,0
"drove",31,23
"drove,",8,0
"drove.",1,0
"drove;",2,0
"droves",1,1
"drovest",1,0
"drown",2,1
"drown'd",2,0
"drown'd,",3,0
"drown'd.",1,0
"drown,",1,0
"drowning,",1,0
"drowns",2,0
"drudging",1,0
"drunk",2,13
"dry",11,5
"dry,",1,1
"dry.",1,1
"dry:",1,0
"dryad",1,0
"dryas",1,0
"dryden",1,0
"dryden's",26,0
"dryden,",3,0
"dryden.",2,0
"dryops",1,0
"dschungariade",1,0
"dubious",1,0
"duci",1,0
"ducis",1,0
"ductile",3,0
"due",33,25
"due)",1,0
"due,",4,1
"due.",1,0
"duel",3,0
"duke",1,0
"dulichium",1,1
"dull",3,1
"dulls",1,0
"dulness.",1,0
"dumb,",1,1
"dung",1,1
"dungeon",1,0
"dungeons",1,0
"dunque",1,0
"duport,",3,0
"durable",1,0
"duration",1,0
"during",12,22
"durst",11,0
"dusky",15,0
"dust",66,6
"dust!""",1,0
"dust,",28,3
"dust.",7,0
"dust:",3,0
"dust;",2,1
"dusty",18,0
